hot_inlet_temperature_k,cold_inlet_mass_flow_kg_s,hot_outlet_temperature_k,cold_outlet_temperature_k,hx_1_heat_load_kw,hot_outlet_pressure_pa,cold_outlet_pressure_pa,hot_outlet_mass_flow_kg_s,cold_outlet_mass_flow_kg_s,hx_1_logarithmic_mean_temperature_difference_lmtd_k,hot_inlet_temperature_k_noisy,cold_inlet_mass_flow_kg_s_noisy,hot_outlet_temperature_k_noisy,cold_outlet_temperature_k_noisy,hx_1_heat_load_kw_noisy,hot_outlet_pressure_pa_noisy,cold_outlet_pressure_pa_noisy,hot_outlet_mass_flow_kg_s_noisy,cold_outlet_mass_flow_kg_s_noisy,hx_1_logarithmic_mean_temperature_difference_lmtd_k_noisy
373.15,1.22727,376.707,2011.51,69.5941,500000,100000,1,1.22727,69.5941,354.25310337236044,1.161384449032362,326.25574972644785,1735.3942264140187,67.56455187393479,499803.9289361672,100733.95268761886,1.0001341835269872,1.3623004204812892,72.9978743319088
373.15,1.27273,376.655,2011.51,69.8119,500000,100000,1,1.27273,69.8119,379.0130696078963,1.301895749533156,319.5217693130059,2149.668177344416,80.0158454236544,498361.6037974073,105205.0920526078,1.1176917492491167,1.216853646151745,68.60525256461999
373.15,1.31818,376.607,2011.51,70.0154,500000,100000,1,1.31818,70.0154,356.208540810963,1.271067768367131,340.5015464678423,2131.982553215328,69.85074521041334,533257.6987607679,92451.05931564256,1.0837080178667382,1.211816380752906,74.00337485552267
373.15,1.36364,376.562,2011.51,70.206,500000,100000,1,1.36364,70.206,346.7999436923368,1.485994293213078,445.13270602807023,1902.1456006849007,76.6328406801311,494061.5465026519,97995.27720088128,0.975251280538014,1.3973017209926697,74.37032280398354
373.15,1.40909,376.52,2011.51,70.3848,500000,100000,1,1.40909,70.3848,400.4953419061539,1.517931032813947,459.8543401689616,2212.77129626319,89.0266416759307,485610.572418122,108269.83709977288,0.9907271293213378,1.4261601803229818,76.39577811730514
373.15,1.45455,376.48,2011.51,70.553,500000,100000,1,1.45455,70.553,368.9375786736724,1.4984844955752743,384.19743141788587,2161.0048891289957,64.40982844024695,479625.2173907872,104123.0947791005,0.9581083964246752,1.615734725013869,76.17674076978251
373.15,1.5,376.442,2011.51,70.7114,500000,100000,1,1.5,70.7114,374.4099074789649,1.602075502857733,382.0488324102663,1949.3620911801413,73.9239062375629,495636.32671985886,103696.5386027738,0.9924568422925234,1.4969406099518825,77.67753083606722
373.15,1.54545,376.407,2011.51,70.8609,500000,100000,1,1.54545,70.8609,346.5677607157224,1.550456589602409,363.74766578007655,1926.6726316445747,81.53673475231605,481618.8432805461,102038.48255689448,1.0368073009733758,1.368695876585697,67.43789213093663
373.15,1.59091,376.373,2011.51,71.0022,500000,100000,1,1.59091,71.0022,362.9931793171714,1.651797108208808,341.2014946000708,2232.219472069171,61.0664684453817,478380.4559365237,101552.40638266252,0.9343158969610604,1.5569105121747755,67.96881622419521
373.15,1.63636,376.342,2011.51,71.136,500000,100000,1,1.63636,71.136,375.2195382175118,1.7572641191210252,428.09576368980254,2058.1798158106917,73.03589489659336,477750.7468583226,97659.12448089127,1.078335299852023,1.5997627936411665,72.57310027512047
373.15,1.68182,376.312,2011.51,71.2628,500000,100000,1,1.68182,71.2628,351.67533732924335,1.7024642296507655,446.8169279940219,2221.65188011442,91.27686322003152,479236.43239733,97208.91741217989,1.0457214236582686,1.5781473634352297,85.22309624549048
373.15,1.72727,376.283,2011.51,71.3832,500000,100000,1,1.72727,71.3832,380.1595857772844,1.7052311427129263,342.66515861231363,1530.9654759698726,67.73997585623414,480979.19027456647,104030.66223780182,1.0435445378235475,1.6786813747331517,73.0118748620407
373.15,1.77273,376.256,2011.51,71.4976,500000,100000,1,1.77273,71.4976,361.9435836428399,1.621638275804034,373.13915630874726,2031.3203757505617,82.95523201533697,509976.3180414635,97301.9621805636,1.019123581747517,1.759473899530987,83.49307772164703
373.15,1.81818,376.23,2011.51,71.6065,500000,100000,1,1.81818,71.6065,367.70772386323193,1.8106224143101848,359.30468016838137,1694.2125847470236,70.09055233031177,451000.4369348216,101419.16290897432,0.9548199225297866,1.8126502969739655,82.20639905235346
373.15,1.86364,376.206,2011.51,71.7103,500000,100000,1,1.86364,71.7103,361.92365888233,1.9403682191838851,360.3963538601346,2006.32261593053,91.067638733186,482456.1688004119,100758.67745662532,1.0506050403906335,1.735007610385191,82.37506767737588
373.15,1.90909,376.182,2011.51,71.8093,500000,100000,1,1.90909,71.8093,407.7088802274755,1.9993549660117544,420.7937339344117,2155.0956487289827,54.085315409519445,497496.7523160442,110959.43791242098,0.9840134592110684,1.9672563138943344,81.95158660167536
373.15,1.95455,376.16,2011.51,71.9038,500000,100000,1,1.95455,71.9038,372.898175529452,2.003840336959996,326.809254509508,2361.3397794575776,72.6043895450748,528715.6155044534,99197.88851831655,0.9155736013193602,2.1144261888005564,65.08293203527582
373.15,2.0,376.138,2011.51,71.9942,500000,100000,1,2.0,71.9942,353.4157583430053,1.945870090503776,393.68369766094,1822.796824408132,56.02385589600917,493851.8240230854,105842.31656126,1.00397896661968,2.0280559149737827,64.22768166736977
373.15,2.04545,376.118,2011.51,72.0807,500000,100000,1,2.04545,72.0807,388.4966316975653,1.843275516089808,403.5083460443668,1905.7639527087008,64.50274627030527,496166.9158029332,103536.52552831956,0.9420488139886748,2.1586010068340533,65.87654317144201
373.15,2.09091,376.098,2011.51,72.1636,500000,100000,1,2.09091,72.1636,350.3721096006656,2.039137489971546,370.7517227910704,1992.2934602088485,64.51261178582075,497801.332400547,99413.78556293834,0.9697458552815648,2.1098654246714124,80.23609050406063
373.15,2.13636,376.079,2011.51,72.243,500000,100000,1,2.13636,72.243,377.0468725238012,2.103850489563759,409.6654055305359,1815.4820944098392,69.35014132555933,454407.8086555569,93780.0633211972,1.0353355727153628,2.0245779131516413,70.24619313968496
373.15,2.18182,376.061,2011.51,72.3193,500000,100000,1,2.18182,72.3193,336.58745466371306,2.1476822660402743,381.6136098804354,2208.348268005688,59.42884019824899,516477.3275231233,99735.18220945176,0.994018631114027,2.2113742746683687,67.97095726998153
373.15,2.22727,376.044,2011.51,72.3925,500000,100000,1,2.22727,72.3925,348.3693687926775,2.296154600860311,421.81344040712287,1997.4104121051596,71.61348911190595,515435.5392552844,104496.182133736,0.9981276101346608,2.1713036566991053,69.37211476363021
373.15,2.27273,376.027,2011.51,72.4628,500000,100000,1,2.27273,72.4628,376.82293850822816,2.498375317480288,318.78797058046456,2036.041777209115,77.46780383313781,520362.4039821669,93875.91209885418,1.0584199838400483,2.1466561579632173,75.92901281730282
373.15,2.31818,376.011,2011.51,72.5305,500000,100000,1,2.31818,72.5305,386.9279402162644,2.3324981462562,362.8966665333546,2136.258444623749,55.864044975908726,562646.2013257073,104178.5475076765,0.8871941798512293,2.309129927103976,67.47850488885827
373.15,2.36364,375.996,2011.51,72.5956,500000,100000,1,2.36364,72.5956,376.3473037063018,2.3380262036939112,373.2958545540582,1997.08515676957,65.68160423902248,467536.95992531977,106714.43435210588,1.0562444573745238,2.460592820863205,68.96045833356223
373.15,2.40909,375.981,2011.51,72.6584,500000,100000,1,2.40909,72.6584,370.9922921713414,2.3778655661254984,275.51107953790773,1847.0611868282965,100.35206341687233,462799.33338485815,100480.03534955948,1.0073743828744617,2.368064904300583,70.44731364773767
373.15,2.45455,375.967,2011.51,72.7189,500000,100000,1,2.45455,72.7189,367.5321577995428,2.4698154314806664,335.13876086146786,1998.8334160460247,76.31016438662077,517646.6828649747,104568.48350711752,0.9965426025967912,2.69263615048978,79.39151909358297
373.15,2.5,375.953,2011.51,72.7772,500000,100000,1,2.5,72.7772,345.5644759647197,2.3964632799564503,345.3654919526051,1839.2882633525223,52.9336827252534,491562.7724703577,100701.27241462964,0.9981139807237486,2.618863283040456,60.70462832117113
373.15,2.54545,375.939,2011.51,72.8335,500000,100000,1,2.54545,72.8335,359.7195066818757,2.5607479710680074,411.5857613487896,2033.2304638266703,57.5333754158527,475359.29366157646,102856.90720463263,1.0319893540561322,2.4757238952276626,72.89813775605109
373.15,2.59091,375.926,2011.51,72.8879,500000,100000,1,2.59091,72.8879,364.55563213081774,2.649310709516272,349.3539208193337,2212.0450194770024,75.35775290694689,492935.9383044757,107467.90142877583,1.0512977619911787,2.516004529793176,70.28486183871965
373.15,2.63636,375.914,2011.51,72.9405,500000,100000,1,2.63636,72.9405,392.8732579356794,2.6640003975282616,345.1612655565861,1775.1619415311282,74.04189467799362,484541.40937270696,92230.1202487772,0.9881795639603146,2.919076013961992,77.37431401119208
373.15,2.68182,375.902,2011.51,72.9913,500000,100000,1,2.68182,72.9913,379.5610582376236,2.7431722554726354,406.6314539920224,1703.2720406889216,66.55956793423158,543119.4266949291,96173.90553598091,0.9932914434577452,2.636728809249484,72.157879747042
373.15,2.72727,375.89,2011.51,73.0405,500000,100000,1,2.72727,73.0405,340.25607830131975,2.786417342127399,315.0743567353976,2021.4166738601784,97.07062316628642,556545.3076005825,106253.40718961676,1.03044729976991,2.776936323724496,66.33624767699484
373.15,2.77273,375.879,2011.51,73.088,500000,100000,1,2.77273,73.088,379.19659665898337,2.527080445611741,298.0252851173378,1857.0663392923464,101.7976478089472,459110.9677164134,107175.60295651946,0.8950961653255233,2.8312068805667536,88.79677838328696
373.15,2.81818,375.868,2011.51,73.1341,500000,100000,1,2.81818,73.1341,365.9653273531326,2.907920737149338,362.2769025357535,2017.895593693242,70.23378413836215,463086.27966833406,92960.37031315766,0.9950650841756812,2.5752689571222263,84.43109583227789
373.15,2.86364,375.858,2011.51,73.1788,500000,100000,1,2.86364,73.1788,360.5203277792916,2.7675627523683586,321.44478295636054,2075.9594885741617,82.76109038504194,481015.7998842023,107811.5179890369,1.0249041172314317,2.6186754979495817,74.97761731805441
373.15,2.90909,375.847,2011.51,73.2221,500000,100000,1,2.90909,73.2221,384.5623503590485,2.749695262464841,322.8646266140055,1580.3053713647953,83.36152485696253,482761.7989580247,87139.30291879967,0.9753343218174764,3.033644810857683,77.55764375502915
373.15,2.95455,375.837,2011.51,73.2641,500000,100000,1,2.95455,73.2641,392.3858735909682,2.791392092600551,397.3887635966636,2150.2739022229434,84.86773929169988,480618.48883253953,103127.9475934754,0.9600694876637664,2.7998256994371844,67.80607517773723
373.15,3.0,375.828,2011.51,73.3048,500000,100000,1,3.0,73.3048,390.52535882241045,3.06503124157088,408.7495495555008,1776.2300109620487,66.26660102566424,495144.1455114122,101093.97142667502,0.992383235146879,3.001779758352056,74.83558094391692
373.15,3.04545,375.818,2011.51,73.3444,500000,100000,1,3.04545,73.3444,357.4922990604736,3.0115579593941537,405.46493718731136,2007.014687395962,94.68156087512648,488829.1299819515,96334.43678886825,0.970753269053898,2.815510365321217,92.81999059282302
373.15,3.09091,375.809,2011.51,73.3828,500000,100000,1,3.09091,73.3828,367.380870097556,2.830969293294583,417.4778247933401,1878.8745838442244,72.62772185022544,466159.68517761707,96642.26938179629,0.987717406875832,3.0401481553074,82.48194327662023
373.15,3.13636,375.8,2011.51,73.4201,500000,100000,1,3.13636,73.4201,379.330547471412,3.2113249341028234,422.44182774615626,1900.4832945191245,78.06750511821078,474329.79397840047,96826.5814607871,0.9763943033996316,3.169877977098233,65.66676725659057
373.15,3.18182,375.792,2011.51,73.4564,500000,100000,1,3.18182,73.4564,391.3512332092854,2.952791302863084,295.801282824451,2352.251333512098,73.47891633571022,538658.470805239,98979.2378964816,1.078081812790764,2.8540717703956737,76.42730610465594
373.15,3.22727,375.783,2011.51,73.4917,500000,100000,1,3.22727,73.4917,364.2098066574015,3.249832063785253,392.7087157538175,2075.730981075568,71.9518338596907,491063.79383163294,109930.17687295817,0.9430236238820872,3.2359946890721067,74.09243749530249
373.15,3.27273,375.775,2011.51,73.526,500000,100000,1,3.27273,73.526,369.6860676428948,3.311757129450899,355.87364788067487,2193.4889769425176,76.59649494820866,489784.2277093503,104115.51818736938,1.0417390283968064,3.2906057248786054,77.35395178525945
373.15,3.31818,375.767,2011.51,73.5594,500000,100000,1,3.31818,73.5594,352.5085552224825,3.465105208046943,347.6812633356912,2041.872004339236,60.47444530846397,461989.0713543132,107172.02065034618,0.970638568908994,3.240446452974328,86.66745805888479
373.15,3.36364,375.76,2011.51,73.5919,500000,100000,1,3.36364,73.5919,350.83177491121484,3.663287310757568,396.8181402198743,2136.226350555419,51.8327656192412,488419.5818173959,98389.61422557636,1.016290777792875,3.178565443135391,66.89767053508643
373.15,3.40909,375.752,2011.51,73.6235,500000,100000,1,3.40909,73.6235,388.3097005313197,3.176474779206786,310.7358012838212,2095.4660749235177,71.26702737863052,524022.5607391896,101151.2946202858,1.0323513231210122,3.344895923547395,72.13709134345537
373.15,3.45455,375.745,2011.51,73.6544,500000,100000,1,3.45455,73.6544,398.4540483330601,3.445486322026869,309.9479696886505,2062.6941079599,63.92729459884981,514888.7869617352,94642.0268144158,1.0765199969844643,3.3897459892635857,65.37806061585492
373.15,3.5,375.738,2011.51,73.6844,500000,100000,1,3.5,73.6844,371.8064711566149,3.451641323367262,399.5437355715776,2234.2155182843844,79.73577200153582,520277.4824493389,98607.7763962065,1.019645989490927,3.836858628988725,75.26734576232109
373.15,3.54545,375.731,2011.51,73.7137,500000,100000,1,3.54545,73.7137,391.8734150424205,3.622341891204515,394.0586328145387,2042.9912285462287,78.51014164333344,469910.07309809176,97237.50211467734,0.9801787096478748,3.5240295851859558,74.5080346398777
373.15,3.59091,375.724,2011.51,73.7423,500000,100000,1,3.59091,73.7423,379.8972241373262,3.629632357311662,380.86137403946674,2471.169920450164,73.89140714847201,469509.5579149038,102443.19612084104,1.0032887041149532,3.507540426285588,89.10372572787514
373.15,3.63636,375.717,2011.51,73.7702,500000,100000,1,3.63636,73.7702,361.1136781784549,3.572260747238113,342.6571575317637,2204.7218864027946,90.16461029212329,528335.8930543513,96465.72805113754,1.095923839075163,3.614024733610428,67.49052209390553
373.15,3.68182,375.711,2011.51,73.7973,500000,100000,1,3.68182,73.7973,379.8927385097732,3.600653875196439,403.65749758384845,1782.2902491089635,73.72836211719687,520656.8534966942,95815.67534016272,1.0081726495312326,3.759815953260851,80.48358071242147
373.15,3.72727,375.705,2011.51,73.8239,500000,100000,1,3.72727,73.8239,401.8459172388388,3.519204311049908,401.2643198061581,1975.996849488364,57.67694269781696,493538.4309546088,101981.75459622574,0.9346087887109332,3.799357329195969,54.4744389952935
373.15,3.77273,375.699,2011.51,73.8498,500000,100000,1,3.77273,73.8498,372.481575675306,3.9590767513896257,378.9038820998813,2091.382556215148,71.37238762240047,521326.00671122695,99732.4151656409,0.980835452047436,3.8575821771046823,88.124519815292
373.15,3.81818,375.693,2011.51,73.8751,500000,100000,1,3.81818,73.8751,402.3423390083498,3.905846211104985,331.4618726042236,2020.460583000312,86.85090413097859,469925.0906936553,96497.32970714956,0.9795473576100217,3.9333070575684506,74.08867472389966
373.15,3.86364,375.687,2011.51,73.8998,500000,100000,1,3.86364,73.8998,324.27210572044555,4.0409362959864605,359.7109724737919,2149.6752750996707,53.01289347787257,468888.29730506334,95766.77934439424,1.0364984224178508,3.581544153795263,74.92915326587813
373.15,3.90909,375.681,2011.51,73.924,500000,100000,1,3.90909,73.924,388.4846459753807,3.848421678343247,407.156819380606,2171.8307071940385,72.88126878387364,459563.4711871319,96495.65112246008,0.9389006854170384,4.010038992510566,72.27729944246298
373.15,3.95455,375.675,2011.51,73.9476,500000,100000,1,3.95455,73.9476,374.7740806756536,3.8246755648637216,425.53425626260616,1738.0277182195523,80.33070545201277,509036.7608250911,104073.07263449348,0.9746112920147784,3.990959497911994,77.44931646977335
373.15,4.0,375.67,2011.51,73.9707,500000,100000,1,4.0,73.9707,367.5712703586831,3.7843369866741545,363.4029994209615,2269.200029197268,103.39893330819814,505417.94686095166,102087.640711813,1.0106760417901866,3.875384239851186,69.57197302243175
373.15,4.04545,375.665,2011.51,73.9932,500000,100000,1,4.04545,73.9932,374.86202668821113,4.118049156957182,366.2856604548309,1911.5746700000168,87.40362734710676,486939.5869954761,96224.11437411784,0.9859790054489824,4.066978214676325,75.0578470164144
373.15,4.09091,375.659,2011.51,74.0153,500000,100000,1,4.09091,74.0153,336.0669329758338,3.87822497499226,369.58500313684135,1891.6432127407984,75.48764620994561,480490.1847597122,96423.0458953102,1.0045459878446803,4.068422646828047,83.99674158942955
373.15,4.13636,375.654,2011.51,74.0369,500000,100000,1,4.13636,74.0369,369.0514717526716,4.518696798597524,385.9804658369442,1890.995931584888,79.82020981476894,560363.7150965726,94263.33348981482,1.0073793759796283,4.132055815802303,71.14912698429094
373.15,4.18182,375.649,2011.51,74.058,500000,100000,1,4.18182,74.058,379.8128278029804,3.908403705076592,353.82126497997524,2174.155952641412,52.97707155120285,493521.7251602903,98033.70867177806,1.010724528011728,4.218274428103904,71.81182252224963
373.15,4.22727,375.644,2011.51,74.0787,500000,100000,1,4.22727,74.0787,400.7238081397648,4.285111760607172,266.925674823358,1957.789065449875,62.4143917660392,534701.6753633494,100614.77126374496,0.9536518138018946,3.8725428906692914,71.99778247130017
373.15,4.27273,375.639,2011.51,74.099,500000,100000,1,4.27273,74.099,363.4803734025594,4.607467355657678,420.4440555009714,1878.0359231898256,81.33427464104399,496341.289138763,95605.29329493453,1.0398792098667438,4.328937700780581,81.19743984656597
373.15,4.31818,375.635,2011.51,74.1188,500000,100000,1,4.31818,74.1188,358.06553060402035,4.4475288708328895,443.0497982667404,1926.230191521075,75.91063010589353,487482.1823052834,110936.56780043412,0.9732357752752042,4.458610361954263,72.9937236179342
373.15,4.36364,375.63,2011.51,74.1382,500000,100000,1,4.36364,74.1382,363.7884679593215,4.401968841938881,352.62642407363063,1650.5059781174125,77.34921277602922,535416.4877451598,103118.912175235,0.9994204347329848,4.416829516672545,70.83632234901039
373.15,4.40909,375.626,2011.51,74.1572,500000,100000,1,4.40909,74.1572,390.2291150110264,4.195583421850839,335.55972616465164,1842.1079167173943,74.53667707935243,519749.1030103999,99839.12228398996,0.939405852471155,4.24924159611673,75.48756445492825
373.15,4.45455,375.621,2011.51,74.1759,500000,100000,1,4.45455,74.1759,379.2836738284755,4.146792003053287,370.47121646792624,1762.1665296048805,74.1192567135125,499397.27442505874,100425.3631249148,1.001994698879946,4.262296736458823,82.0616290482144
373.15,4.5,375.617,2011.51,74.1942,500000,100000,1,4.5,74.1942,363.2659989982165,4.673261274506457,368.57403537054495,1957.366320001421,75.33972856790483,528342.8527938153,93042.97711224972,1.0095088740779774,4.540994902118442,64.52144065845542
373.15,4.54545,375.613,2011.51,74.2121,500000,100000,1,4.54545,74.2121,382.7262871333125,4.887755848779024,413.0059719323911,2145.113140508804,62.456511695273285,563007.6629043809,94004.86120814332,1.0018114975045742,4.72796700437033,79.76209620320893
373.15,4.59091,375.608,2011.51,74.2297,500000,100000,1,4.59091,74.2297,374.961224376961,4.490173959510693,377.66030113974097,2122.9226913486195,71.6807229281391,481691.1658369461,106614.46057209915,0.960984356313443,4.891303736488583,76.84848329292016
373.15,4.63636,375.604,2011.51,74.2469,500000,100000,1,4.63636,74.2469,391.22249391086734,4.372305039427393,345.8327694421262,2264.306619331993,60.39126317611489,511793.4161686313,108175.4941466208,1.0563968466498286,4.813656262341841,77.19204188853054
373.15,4.68182,375.6,2011.51,74.2638,500000,100000,1,4.68182,74.2638,360.05144440098326,4.10638465983335,326.0805410370397,2219.4952696250325,67.3617618984124,489769.7459064563,88923.04285089951,1.029172017269868,4.8016045303929005,74.40361011992066
373.15,4.72727,375.596,2011.51,74.2804,500000,100000,1,4.72727,74.2804,367.0366434998521,4.49545298887497,408.108873728153,1905.1822421974532,87.60524536685746,476636.4744807924,102351.9208104658,0.9930549739689036,4.126296897528913,74.51408147451251
373.15,4.77273,375.593,2011.51,74.2966,500000,100000,1,4.77273,74.2966,365.8342421329368,4.745607328904978,398.1102225602604,2015.34623133301,72.282207683183,475943.3303470967,106908.19251356291,0.992596461742696,4.626294414848256,79.52683326878858
373.15,4.81818,375.589,2011.51,74.3126,500000,100000,1,4.81818,74.3126,345.844469855225,5.203423180826737,415.4224624052628,2004.9613090912676,80.9543570886129,539808.328650465,98291.28949970948,0.9630927370447108,4.893561629798187,62.79730163702765
373.15,4.86364,375.585,2011.51,74.3282,500000,100000,1,4.86364,74.3282,378.67486406933233,5.027333997544598,339.2213579230417,1578.8236018178095,75.61364550154826,454380.9848173414,107596.71765349412,0.9688588749817248,4.698271140123337,68.32046747826814
373.15,4.90909,375.581,2011.51,74.3436,500000,100000,1,4.90909,74.3436,378.02063874069626,4.983974585469594,444.629196916175,1766.657026891068,70.05146518097297,512696.4839616699,103836.73784780166,1.0728427401844822,4.680781977887939,61.79252317926508
373.15,4.95455,375.578,2011.51,74.3587,500000,100000,1,4.95455,74.3587,373.2454043173067,4.855429356605025,310.0886704428457,1977.860117604377,63.10932131738744,479368.9230594941,102254.55099735812,0.982083898625672,4.691368513786962,87.83124562024037
373.15,5.0,375.574,2011.51,74.3736,500000,100000,1,5.0,74.3736,368.7731905590532,4.854208570686011,402.224769401184,1976.7317091749912,69.9105631394951,544312.3737891999,98776.70984648264,1.138195694143281,5.441208716556111,83.74009019177001
375.17,0.5,378.441,2011.51,62.2757,500000,100000,1,0.5,62.2757,348.6197679352473,0.5351411899376991,306.1745587999237,2114.5646969784234,63.9868348922524,493173.0837766418,100460.54961341084,0.9420176642306088,0.4675007038411576,48.749683260023374
375.17,0.545455,378.185,2011.51,63.354,500000,100000,1,0.545455,63.354,367.279324712906,0.5509296920374684,348.2958526412365,2104.7719774227653,68.86725619485725,490899.8081679433,97762.93001496974,1.0184387470717955,0.5396652600578487,65.64742039741881
375.17,0.590909,377.963,2011.51,64.2904,500000,100000,1,0.590909,64.2904,368.7411897417326,0.528786716386882,436.96389098609023,1655.3334325101362,65.47016289357006,539237.732612356,101482.28581588031,1.0113103393453935,0.5694025490950078,62.8804563673628
375.17,0.636364,377.771,2011.51,65.1045,500000,100000,1,0.636364,65.1045,360.1204818453063,0.614933180775276,409.1775305777649,2115.8262517328667,71.44711370395449,521920.00205780537,101264.0196688938,1.0018126539427838,0.6088795502347748,68.97423507452093
375.17,0.681818,377.601,2011.51,65.8206,500000,100000,1,0.681818,65.8206,372.1445219777132,0.6525606430824766,356.97566248916246,2047.432995165381,50.81182376211879,513855.67460906674,97828.56178947585,0.92039611329978,0.6958441250563964,68.02250296356469
375.17,0.727273,377.451,2011.51,66.4554,500000,100000,1,0.727273,66.4554,382.7493879975555,0.7074088467626738,357.8674439349911,2136.902138860999,75.0945610393852,520145.2988876446,90264.82817964778,0.931438650384564,0.7571995090437316,65.51003560528088
375.17,0.772727,377.316,2011.51,67.0218,500000,100000,1,0.772727,67.0218,410.5520182278577,0.7944758132895057,381.11263323719857,2226.1110798196933,55.67913437771127,472918.1602808564,99025.05951819838,1.0097786239930528,0.7272558879751087,66.61037824215738
375.17,0.818182,377.196,2011.51,67.5305,500000,100000,1,0.818182,67.5305,378.4448179020061,0.8137865265861909,396.5891925150982,1982.7689471407264,77.49298378234847,518542.8301384534,94910.63371740335,0.9487968476186768,0.8203302721889902,74.40299386695932
